Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_04828 Colicin I receptor,-18.62459,-20.40412,-19.76337,-15.75447,-14.59574,-16.20348,-14.76024,-14.78052,-13.22432,-15.94325,-16.95399,-15.06368,-15.94357,-14.80249,-14.8947
BDBJPGFE_04832 Aldose sugar dehydrogenase YliI,-15.54744,-17.20881,-16.4987,-14.96399,-15.25501,-16.36373,-15.82273,-15.16671,-15.54715,-16.35047,-15.4508,-16.31408,-15.52135,-14.2416,-16.22048
BDBJPGFE_04838 Glycine betaine/carnitine transport binding protein GbuC,-8.190527,-9.000364,-9.804432,-14.34512,-14.88995,-10.55657,-9.607415,-10.05985,-16.07936,-16.22632,-15.90251,-17.2887,-14.50721,-14.55523,-15.72973
BDBJPGFE_04843 hypothetical protein,-18.18735,-18.4023,-18.0926,-14.81192,-15.39967,-16.56902,-17.02914,-16.86057,-16.48576,-15.49304,-17.62341,-16.56159,-14.25256,-15.10008,-15.36453
BDBJPGFE_04858 Dihydroxy-acid dehydratase,-16.45924,-19.59,-16.94145,-13.74994,-16.17085,-14.67438,-13.44669,-13.43298,-13.67705,-14.57293,-17.51107,-13.82543,-15.55905,-14.90874,-15.0111
BDBJPGFE_04862 N5-carboxyaminoimidazole ribonucleotide synthase,-17.88326,-20.56012,-19.13682,-11.26541,-11.04922,-11.9486,-11.84051,-11.53096,-11.94842,-16.88741,-16.9305,-17.86826,-14.88801,-16.6819,-15.20621
BDBJPGFE_04864 Agglutinin receptor,-14.38286,-13.79054,-14.08799,-14.4073,-14.87595,-15.39231,-16.52735,-16.21969,-17.06213,-15.92322,-15.23252,-14.86327,-15.75676,-15.81567,-16.02085
"BDBJPGFE_04867 3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase",-18.87686,-19.59661,-20.54437,-12.02603,-11.91416,-12.36504,-12.3519,-12.26141,-12.25892,-12.56586,-12.38633,-12.5946,-14.86291,-15.89005,-15.14524
BDBJPGFE_04869 Acetyl-/propionyl-coenzyme A carboxylase alpha chain,-19.90456,-19.62362,-17.39032,-11.1105,-11.13549,-10.9236,-13.00226,-13.06888,-13.33958,-15.85797,-17.2051,-13.23326,-14.94544,-15.51341,-15.14778
BDBJPGFE_04870 putative enoyl-CoA hydratase echA8,-17.93535,-17.82157,-18.68105,-10.18147,-8.639215,-8.983464,-12.55073,-12.26979,-12.97893,-16.38918,-15.26483,-15.20575,-14.52608,-13.75208,-14.78112
BDBJPGFE_04871 Methylmalonyl-CoA carboxyltransferase 12S subunit,-18.29398,-17.86898,-19.69361,-10.20044,-10.97518,-11.62529,-12.45864,-12.71639,-12.9344,-14.50155,-15.07217,-17.10962,-15.54396,-15.57026,-15.49228
BDBJPGFE_04872 Acyl-CoA dehydrogenase,-18.26549,-19.31293,-18.74014,-11.10988,-10.45835,-10.75364,-12.45751,-12.87177,-12.43527,-17.30848,-16.97269,-16.48016,-11.52495,-10.76594,-15.58
BDBJPGFE_04876 hypothetical protein,-11.63713,-12.04885,-12.27793,-6.456201,-6.898251,-7.324987,-9.034905,-8.833444,-9.068933,-10.39509,-10.45684,-10.22997,-9.708403,-8.845794,-8.789118
BDBJPGFE_04879 Acyl-CoA dehydrogenase,-19.96124,-20.18389,-19.43444,-12.66103,-11.93585,-11.79687,-13.08539,-12.67178,-13.41458,-17.2681,-16.81938,-16.80935,-14.97412,-16.69389,-15.57605
BDBJPGFE_04880 Short-chain-enoyl-CoA hydratase,-19.09763,-19.83904,-18.68797,-10.52802,-10.5311,-10.83071,-13.48841,-13.77311,-13.38293,-16.37577,-17.39113,-16.47664,-14.00915,-14.2748,-15.13234
BDBJPGFE_04881 3-hydroxyisobutyrate dehydrogenase,-17.82832,-19.69477,-19.2728,-11.50471,-10.41201,-10.70969,-12.06773,-11.90384,-12.29255,-17.04627,-15.26324,-16.03347,-16.1401,-14.70173,-15.2633
BDBJPGFE_04907 Fatty acid oxidation complex subunit alpha,-19.11983,-19.95329,-18.89787,-10.24126,-10.56936,-10.10076,-11.18644,-12.86506,-13.02136,-14.00476,-14.68757,-15.9075,-14.4095,-15.6805,-15.27855
BDBJPGFE_04908 3-ketoacyl-CoA thiolase,-19.1433,-19.82016,-19.31628,-10.92157,-11.51911,-10.90918,-13.41172,-13.56717,-13.47667,-17.21986,-15.07942,-16.33945,-14.69677,-14.91758,-14.96211
BDBJPGFE_04940 3-isopropylmalate dehydrogenase,-16.69622,-18.35596,-19.69238,-8.882524,-8.783664,-8.858797,-10.12363,-9.541834,-10.80654,-13.45894,-14.91606,-17.02051,-12.14038,-11.85385,-16.28687
BDBJPGFE_04941 Aspartate-semialdehyde dehydrogenase 1,-14.19377,-13.58454,-14.04398,-7.620371,-7.469748,-7.324351,-8.679763,-8.449503,-8.831347,-11.10888,-12.64916,-12.07701,-10.70536,-11.20395,-11.22821
BDBJPGFE_04942 S-adenosylmethionine synthase,-15.00161,-14.85452,-15.00638,-12.30748,-12.22564,-12.741,-13.37717,-12.33242,-12.70775,-12.67844,-17.06371,-12.3888,-15.43664,-12.26695,-11.64162
BDBJPGFE_04947 hypothetical protein,-11.70807,-12.47562,-12.97792,-9.730312,-10.23233,-10.68161,-11.20565,-10.51586,-10.52044,-11.09606,-11.97269,-12.43967,-11.04389,-9.953577,-15.84556
BDBJPGFE_05010 hypothetical protein,-15.41728,-16.61997,-18.15664,-16.05411,-15.33768,-13.46926,-14.32266,-13.75761,-14.22868,-15.21492,-16.30921,-16.32995,-14.79268,-15.44029,-16.26539
BDBJPGFE_05012 Fructose-bisphosphate aldolase,-15.81729,-16.17521,-16.59409,-11.23405,-9.929692,-11.76395,-11.23626,-11.25763,-10.88289,-13.71706,-13.46802,-15.75399,-15.34269,-12.49174,-15.48032
BDBJPGFE_05013 Phosphoglycerate kinase,-16.14524,-16.18638,-14.69157,-9.599,-8.227868,-9.022643,-10.76985,-10.20864,-10.71614,-16.47132,-17.34992,-14.1526,-15.09547,-13.26452,-15.33709
BDBJPGFE_05035 putative metallo-hydrolase;BDBJPGFE_03977 putative metallo-hydrolase,-19.30369,-19.17055,-19.04518,-12.00377,-11.33527,-11.28283,-13.70015,-14.05811,-17.05278,-16.24472,-18.42148,-15.15174,-14.35877,-15.35875,-14.56929
BDBJPGFE_05073 Electron transfer flavoprotein subunit beta,-12.90012,-19.81357,-13.46843,-10.89747,-9.998774,-11.10927,-12.6967,-10.8839,-12.26342,-16.46842,-17.16632,-15.98558,-15.0952,-16.13942,-15.16729
