Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_01675 Sulfate adenylyltransferase subunit 1,31.85244,31.71714,31.75358,22.61345,22.85802,25.13135,26.84649,27.60484,26.65171,27.65465,25.95544,27.07694,26.92116,27.2359,26.89989
BDBJPGFE_01676 Tungstate-binding protein TupA,29.33894,28.9161,29.20897,27.29815,26.8521,26.31612,29.72027,29.94768,29.36271,29.56678,29.55547,29.19941,29.49393,29.36116,29.5927
BDBJPGFE_01677 Tungstate uptake system ATP-binding protein TupC,25.30622,25.05192,24.93256,24.64657,24.96658,24.64317,24.05869,23.68292,24.48895,24.11284,25.04532,24.30992,25.63789,23.89917,24.18334
BDBJPGFE_01685 Glucose-6-phosphate isomerase,28.86248,28.9215,28.68378,26.81836,27.165,26.65226,27.77624,27.05476,27.57261,27.94721,28.02025,27.57384,24.67047,27.62052,28.06296
BDBJPGFE_01686 DNA topoisomerase 4 subunit B,28.15678,27.66166,27.91342,26.42486,24.68987,25.94049,25.62561,26.60215,25.71317,26.12414,26.78992,27.19845,24.81079,26.95682,26.71293
BDBJPGFE_01687 Methyl-accepting chemotaxis protein II,29.349,29.41518,29.45991,28.75459,28.68114,28.40422,29.5871,29.44512,29.49211,29.77737,29.55155,29.67175,29.19042,29.45637,29.58212
BDBJPGFE_01688 DNA topoisomerase 4 subunit A,28.13741,28.52358,27.56034,27.80483,27.83068,27.82687,27.78556,27.83159,27.88809,27.56812,27.90231,27.86603,27.67101,27.92417,27.45427
BDBJPGFE_01695 Na(+)/H(+) antiporter subunit A,24.14973,23.9411,24.05059,24.42533,25.05773,24.62975,25.34134,24.76534,25.01605,24.68795,24.79951,25.7388,24.23129,24.19041,25.77968
BDBJPGFE_01697 2-isopropylmalate synthase,29.12307,29.56236,28.94375,25.47862,25.01743,23.99649,26.28346,24.47878,27.46209,27.13487,27.17845,26.51488,24.81116,26.74868,27.2338
BDBJPGFE_01704 Elongation factor P,27.93157,28.07209,28.10079,26.90736,26.56471,27.35917,27.36143,27.76737,27.07796,27.59974,27.44332,27.38583,26.9968,27.93596,27.68023
BDBJPGFE_01710 Phosphatidylserine decarboxylase proenzyme,25.31275,25.26191,25.57303,24.85334,24.71518,25.01675,25.39904,24.76991,24.35819,24.12741,24.88348,25.17976,25.7107,25.10957,24.96482
BDBJPGFE_01711 Thiosulfate sulfurtransferase,26.97869,26.68886,26.8447,27.06805,25.18772,25.66238,24.15189,27.06743,23.03143,24.73661,26.4292,26.52269,25.89568,26.58692,26.60978
BDBJPGFE_01712 Small ribosomal subunit biogenesis GTPase RsgA,25.58944,25.34103,25.44916,25.50027,25.35032,26.03148,24.77332,24.59364,24.3667,24.42748,24.35602,23.94195,25.94193,23.46678,24.99843
BDBJPGFE_01716 D-galactonate dehydratase,26.21921,25.80718,26.0357,23.76788,24.96774,25.53158,26.28382,26.07625,24.604,26.20868,24.39052,26.43438,24.75695,24.20178,26.42174
BDBJPGFE_01717 Gluconate 5-dehydrogenase,26.4987,26.57452,26.46751,24.72837,24.00747,25.15872,23.99726,23.99928,23.25804,23.9793,24.76703,25.81316,25.5738,25.83038,25.21782
BDBJPGFE_01720 Glyoxylate/hydroxypyruvate reductase B,25.61462,25.19182,25.18446,24.71089,24.42393,25.65507,24.26988,25.39348,24.4218,23.62096,25.04519,23.52445,25.07227,24.42947,23.54252
BDBJPGFE_01723 Bifunctional NAD(P)H-hydrate repair enzyme Nnr,29.42528,29.00118,29.08347,26.03387,25.12723,25.36403,26.74355,27.25548,26.80144,27.22536,26.91684,26.8299,25.49377,27.17921,26.40946
BDBJPGFE_01725 N-acetylmuramoyl-L-alanine amidase AmiC,26.05898,26.38632,26.03892,25.21467,23.39578,26.04744,23.57509,24.62953,24.96847,24.53039,25.11438,23.78425,24.74658,24.2235,24.58322
BDBJPGFE_01726 DNA mismatch repair protein MutL,27.52589,26.95516,27.10119,25.71188,24.97924,24.51561,24.29588,25.20931,24.24844,24.87357,24.33994,23.73577,25.50056,25.04185,23.91041
BDBJPGFE_01728 RNA-binding protein Hfq,30.64238,30.87767,30.80309,30.00665,30.42752,30.50474,30.29055,30.4353,30.34805,30.26013,30.34138,30.42922,30.60946,30.38987,30.46149
BDBJPGFE_01729 GTPase HflX,27.94022,28.5947,27.70041,25.48517,24.24227,25.54155,24.38582,25.63403,25.38637,25.1772,25.93867,25.16527,24.0654,24.84594,25.16741
BDBJPGFE_01730 Modulator of FtsH protease HflK,32.42152,32.32469,32.25479,31.7066,31.51484,31.60695,31.44293,31.27186,31.45145,31.92316,31.66289,31.71157,31.36604,31.73824,31.72135
BDBJPGFE_01731 Modulator of FtsH protease HflC,31.24042,31.02769,31.11446,30.70603,30.35142,30.34763,30.51728,30.55335,30.48999,30.67943,30.47904,30.39387,30.21824,30.64856,30.60222
BDBJPGFE_01732 ATP phosphoribosyltransferase regulatory subunit,29.51028,29.25597,29.44869,28.4753,28.52712,28.90377,28.94615,27.75691,28.87675,29.22018,28.96728,29.01433,28.07948,29.24393,29.0552
BDBJPGFE_01733 Adenylosuccinate synthetase,31.15846,31.2917,31.2513,30.52533,30.2286,30.27575,30.68127,30.66187,30.69437,30.96292,30.96905,30.89872,30.35542,30.99658,30.9216
"BDBJPGFE_01734 Cob(I)yrinic acid a,c-diamide adenosyltransferase",24.57715,24.36473,24.58972,23.83791,24.93139,24.50627,24.57787,25.29332,25.87122,24.18913,23.82681,23.27261,25.12463,24.15268,24.14911
BDBJPGFE_01735 hypothetical protein,26.8299,26.46499,26.42827,26.17362,25.14262,25.02841,23.68365,25.1872,24.59917,25.99809,24.66373,26.19993,26.19798,25.98908,26.37184
BDBJPGFE_01736 Aminopeptidase N,29.75584,29.88402,29.13626,27.54156,24.97272,24.57207,27.51254,27.45152,27.50733,27.36328,27.50741,27.42326,26.49633,27.48393,27.34418
BDBJPGFE_01738 hypothetical protein,28.41603,27.52253,28.27088,29.22037,28.75277,29.16847,29.03278,28.59765,28.89218,28.92544,28.89712,28.85594,28.60346,28.85579,29.39811
BDBJPGFE_01739 Cold shock protein ScoF,31.00249,30.6495,31.21013,29.47783,29.07273,29.32644,29.4593,29.49177,29.7271,29.82526,30.30606,30.12485,29.75826,29.95435,29.97282
BDBJPGFE_01741 Soluble lytic murein transglycosylase,28.82244,28.83313,28.84275,23.52431,25.27578,24.85707,24.38211,24.8796,24.18553,24.41084,25.21074,24.54886,24.61578,24.16765,23.8053
BDBJPGFE_01743 Chaperone protein HtpG,30.51107,30.57831,30.49895,28.65448,27.8584,27.88826,29.38245,28.77332,29.34923,29.34854,29.59415,29.68532,28.8735,29.49001,29.56211
BDBJPGFE_01744 Glycerol-3-phosphate dehydrogenase [NAD(P)+],26.27767,25.83113,26.12471,24.52756,24.42784,24.52076,23.07307,27.05009,25.84119,24.57049,24.22838,24.33098,25.9252,27.49838,24.44163
BDBJPGFE_01746 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,29.57825,30.05466,29.60992,27.96966,27.5819,28.21882,27.74798,28.24568,27.69498,28.62415,28.00405,27.65915,28.01057,28.15451,28.03407
BDBJPGFE_01747 Glutamyl-tRNA(Gln) amidotransferase subunit A,29.71203,29.76583,29.3204,27.72806,28.2968,28.21535,28.23064,27.95399,28.23357,28.4155,28.48324,28.31514,28.01244,28.68278,28.37036
BDBJPGFE_01748 Glutamyl-tRNA(Gln) amidotransferase subunit C,26.39837,26.33345,26.63409,25.03205,25.59992,25.62428,24.49726,23.90344,24.9895,24.64148,24.20256,25.00767,25.34247,23.67144,25.07121
BDBJPGFE_01749 Rod shape-determining protein MreB,30.43847,30.77659,30.44608,31.11371,31.1395,31.20385,30.69453,30.77022,30.57867,30.5286,30.56092,30.56837,30.50956,30.66238,30.85683
BDBJPGFE_01753 Ribonuclease G,28.81781,28.07143,28.07862,27.11961,25.25653,24.82408,22.76646,26.55333,25.59492,27.12849,23.06248,27.71385,25.03167,25.17483,24.47649
BDBJPGFE_01754 hypothetical protein,24.00118,23.49558,23.51328,24.89289,24.76557,25.08635,24.41774,24.00738,26.39848,25.33051,24.72162,23.94444,25.45226,23.63214,24.90703
BDBJPGFE_01755 Metalloprotease TldD,26.88553,27.69982,26.66533,27.2154,25.05535,26.72598,26.53706,26.83726,23.41812,26.39673,23.7727,26.67559,24.61701,26.36751,26.38266
BDBJPGFE_01757 Metalloprotease PmbA,29.51927,29.09207,29.18688,27.33731,26.25342,26.17148,27.07786,27.1977,27.14258,27.70477,26.7893,27.68679,25.79347,27.96889,28.17384
BDBJPGFE_01759 RNase adapter protein RapZ,25.3671,25.27512,25.30873,24.26073,23.95133,25.06353,24.152,23.2917,23.46548,23.18156,24.55053,23.92752,24.99585,24.35722,25.13804
BDBJPGFE_01762 RNA polymerase sigma-54 factor,27.17102,27.21521,27.03013,25.67807,24.97893,24.93428,24.0301,26.48491,26.07523,25.76638,26.21606,25.60275,25.14173,24.94806,25.93562
BDBJPGFE_01763 Lipopolysaccharide export system ATP-binding protein LptB,27.37658,27.17265,27.10839,28.22173,25.46685,25.8121,28.05683,28.14068,27.95831,27.75392,28.45603,28.48401,28.55413,28.51077,28.55972
BDBJPGFE_01764 Lipopolysaccharide export system protein LptA,26.29528,26.52169,26.91182,24.99994,25.50981,25.04862,24.35956,24.89839,25.9875,24.52942,26.07349,24.1385,26.14812,24.57198,26.09957
BDBJPGFE_01766 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,27.8759,26.6363,27.93061,24.81858,25.00192,25.3483,25.4469,24.19725,24.31196,25.47957,24.6801,24.59523,24.48546,24.69068,25.48962
BDBJPGFE_01767 Arabinose 5-phosphate isomerase KdsD,27.19084,26.61975,26.54846,25.04431,23.92256,26.42457,24.5811,24.24635,26.13696,25.68525,24.72009,24.18355,23.42756,24.68288,24.88067
BDBJPGFE_01768 putative phospholipid import ATP-binding protein MlaF,24.96609,25.47367,25.30546,24.5006,25.20375,24.65272,25.70668,24.53646,25.02402,23.55961,23.37499,23.98864,25.63097,24.96356,24.81074
BDBJPGFE_01774 UDP-N-acetylglucosamine 1-carboxyvinyltransferase,28.72459,27.60795,27.73492,25.12502,25.1447,25.85431,25.24314,25.4711,25.55979,26.46803,24.73417,25.85007,24.24596,26.4248,26.76281
BDBJPGFE_01775 ATP phosphoribosyltransferase,27.55699,27.81488,27.75831,27.60421,27.64203,25.12832,24.23106,27.69053,24.97569,27.34934,27.69637,27.86997,25.8303,27.53148,23.62961
BDBJPGFE_01776 Histidinol dehydrogenase,29.76207,30.16459,29.17198,25.82539,25.65793,24.77199,26.47602,26.94414,26.4102,27.57087,27.30817,27.11902,26.35842,27.8136,27.38648
BDBJPGFE_01777 Serine endoprotease DegS,26.09704,26.88087,26.88204,26.89087,27.75755,24.07654,27.97962,24.11718,26.85234,27.9662,27.06517,25.02328,24.87004,24.36551,27.27026
BDBJPGFE_01779 Inner membrane protein YhcB,28.96925,28.87859,28.43229,28.25471,28.31691,28.19098,28.08324,27.94698,28.40207,28.38299,27.69432,28.19094,27.64911,28.21331,28.19164
BDBJPGFE_01780 Cell division protein ZapE,26.10969,26.07083,26.13708,24.62974,24.29346,25.64023,24.47976,25.41658,24.7504,23.69783,25.02162,24.01756,24.31536,24.35839,25.52882
BDBJPGFE_01781 50S ribosomal protein L13,31.56384,31.67409,31.62436,30.53834,30.33053,30.32335,30.69735,30.80263,30.66543,30.82677,31.11309,31.01478,30.20326,30.89005,30.79823
BDBJPGFE_01782 30S ribosomal protein S9,30.32956,30.60426,30.32924,30.2007,30.12817,29.60664,30.35762,30.48481,30.41609,30.23979,30.56447,30.69345,30.52785,30.36056,30.4004
BDBJPGFE_01783 Ubiquinol-cytochrome c reductase iron-sulfur subunit,29.7491,29.88349,29.82379,29.0185,28.87411,28.71761,29.67993,30.03983,29.73968,29.20109,29.49728,29.44551,29.26676,29.30758,29.59128
BDBJPGFE_01784 Cytochrome b,26.35979,25.66224,25.77774,24.79938,27.4512,27.07521,27.67459,27.30478,27.11506,27.40145,26.98587,27.44861,27.76446,24.87536,27.28815
BDBJPGFE_01786 Stringent starvation protein A,28.87414,28.85525,28.74076,29.21702,27.90495,28.55775,28.49637,28.44624,28.58799,28.28828,28.22108,28.19183,28.14521,28.24354,26.67533
BDBJPGFE_01787 Stringent starvation protein B,25.7038,26.05883,25.82367,25.08027,24.27103,25.22797,25.50009,23.5779,24.34311,24.95402,24.61363,24.53612,25.58661,24.07901,23.93236
BDBJPGFE_01788 hypothetical protein,29.88298,29.73788,29.58395,29.99456,29.18329,29.59122,29.80028,29.9157,29.93523,30.38402,29.97869,30.03052,29.52623,30.08816,30.22309
BDBJPGFE_01791 Penicillin-binding protein activator LpoA,28.85067,28.97199,28.93098,29.38848,29.13347,29.27802,28.94718,29.19042,29.01281,29.21824,29.22173,28.85109,28.81943,29.19617,29.35439
BDBJPGFE_01793 Ribosomal RNA small subunit methyltransferase H,24.90307,25.44894,25.44,26.04694,24.40549,24.50204,25.06969,25.21158,24.4977,25.02791,23.69838,24.98007,25.34453,25.44202,24.8581
"BDBJPGFE_01796 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",26.10488,26.46697,26.6363,26.65554,26.63423,26.29877,27.72175,28.31324,28.13585,26.34555,27.43173,26.73802,27.40916,27.19995,26.46371
BDBJPGFE_01798 Phospho-N-acetylmuramoyl-pentapeptide-transferase,23.53742,23.91068,23.95082,24.4224,25.11122,25.05441,24.52235,25.18905,24.51378,24.95488,24.87775,24.43822,25.92651,24.31334,24.52815
BDBJPGFE_01799 UDP-N-acetylmuramoylalanine--D-glutamate ligase,25.88721,25.96556,25.74988,24.19469,24.81528,23.95984,24.58669,25.69426,23.57854,25.62758,24.56354,24.48094,24.88689,24.56974,24.49398
BDBJPGFE_01801 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,26.27224,26.48195,25.88846,26.16705,24.81763,25.36021,26.09851,26.03519,23.75926,25.95323,25.9822,25.79647,24.99442,25.53786,26.41664
BDBJPGFE_01802 UDP-N-acetylmuramate--L-alanine ligase,28.09331,28.79501,27.69677,25.08209,24.47317,26.05977,24.23363,24.38097,24.32258,24.99593,24.46656,24.22302,24.87586,25.1615,24.45036
BDBJPGFE_01803 D-alanine--D-alanine ligase,27.3026,27.05321,27.47537,26.61274,26.82566,24.83185,26.43293,26.64787,26.51147,27.1205,27.50491,26.77869,23.99166,26.88821,26.57092
BDBJPGFE_01805 Cell division protein FtsA,29.20193,29.43667,29.32918,29.76199,29.97473,30.00959,29.29642,29.30088,29.45168,29.30665,29.32163,29.45046,29.15352,29.39891,29.46032
BDBJPGFE_01806 Cell division protein FtsZ,29.87374,30.1575,30.0033,27.08993,26.39521,24.84029,27.96922,27.79879,28.05165,27.65287,27.65301,27.42534,27.28215,27.47985,27.6727
BDBJPGFE_01807 UDP-3-O-acyl-N-acetylglucosamine deacetylase,25.03934,25.08922,25.04226,24.1721,24.44698,24.62664,24.88346,25.46274,23.92819,24.81551,25.30554,24.55663,24.39696,25.2312,23.55758
BDBJPGFE_01810 Protein translocase subunit SecA,31.42432,31.32195,31.13057,30.21928,30.5581,30.26919,30.92103,30.70041,30.83711,30.94775,30.78269,30.71227,30.61763,30.81856,30.78683
BDBJPGFE_01811 Arginine biosynthesis bifunctional protein ArgJ,27.25908,27.03643,27.21928,26.77329,25.35906,26.09177,23.50941,23.51211,25.22063,23.52115,24.66743,24.97773,24.96503,24.74869,24.07309
BDBJPGFE_01812 8-oxo-dGTP diphosphatase,28.59356,28.48004,27.39893,27.4574,27.93388,26.44766,26.66248,26.85448,27.32449,25.9237,26.93865,26.97115,25.57219,26.10496,27.28586
BDBJPGFE_01813 (R)-stereoselective amidase,26.80809,26.51608,26.34299,24.2916,25.2277,24.07755,24.48323,25.11076,24.96551,25.39675,24.46153,24.25452,25.41858,24.1682,24.91501
BDBJPGFE_01815 Lipoprotein-releasing system transmembrane protein LolE,27.79551,27.44308,27.1946,27.79767,28.08897,25.14577,28.00362,27.26338,26.65881,27.91285,27.82487,27.48408,27.62951,27.58241,27.74452
BDBJPGFE_01816 Lipoprotein-releasing system ATP-binding protein LolD,26.68003,27.00346,26.89423,28.00233,28.0575,27.98777,27.51066,27.45584,27.39926,27.64224,27.58305,28.08982,24.95298,27.94927,27.77121
BDBJPGFE_01819 Lipid A export ATP-binding/permease protein MsbA,27.03946,26.87748,26.68966,25.85843,24.92355,25.67153,27.04687,27.05476,26.91148,24.82625,26.91616,26.85174,24.03606,26.9457,26.8649
BDBJPGFE_01825 Ribonuclease G,31.53436,31.56955,31.40512,31.13388,31.03885,30.99591,31.41392,31.20932,31.14777,31.10243,31.3854,31.313,31.14819,31.21992,31.29192
BDBJPGFE_01828 Putative signal peptide peptidase SppA,28.06599,27.94999,28.23229,28.64702,28.58402,28.47247,28.20116,28.54156,28.51679,28.40718,27.90862,28.04166,28.33662,27.95732,28.2369
BDBJPGFE_01831 50S ribosomal protein L32,28.29185,28.24563,27.31259,26.65622,24.23956,24.49251,25.22129,26.57744,24.73296,25.94548,26.00326,24.23691,24.85636,24.70453,26.61541
BDBJPGFE_01833 Malonyl CoA-acyl carrier protein transacylase,27.91239,28.31445,28.11783,23.93551,27.31294,25.05296,27.31907,27.77913,27.9262,28.33526,23.99236,26.94369,27.50605,27.82214,27.83575
BDBJPGFE_01834 3-oxoacyl-[acyl-carrier-protein] reductase FabG,29.56296,29.37019,29.43641,29.72597,29.64394,29.44733,29.36432,29.40017,29.55311,29.69608,29.65429,29.60779,29.41977,29.62211,29.85214
BDBJPGFE_01836 3-oxoacyl-[acyl-carrier-protein] synthase 2,29.37964,29.74921,29.4928,28.73725,28.65079,28.47475,28.70807,28.13163,28.03753,28.83689,28.81806,28.66648,28.09678,27.35699,28.84757
BDBJPGFE_01848 Electron transfer flavoprotein-ubiquinone oxidoreductase,30.23192,30.0922,29.87104,29.6555,29.68534,29.82372,29.48476,29.31162,29.40072,29.59999,29.77126,29.60201,28.82211,29.55049,29.51164
BDBJPGFE_01850 3-oxoacyl-[acyl-carrier-protein] synthase 1,30.70165,30.97821,30.45699,30.09283,30.17748,30.11805,30.06214,30.07227,30.16363,29.79777,29.674,29.91926,29.95449,29.94796,29.9077
BDBJPGFE_01851 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,29.0392,28.88681,29.00587,29.07166,29.18348,29.21628,28.58341,28.75783,28.80713,29.36294,29.10142,29.04302,28.9301,29.22858,29.07544
BDBJPGFE_01860 HTH-type transcriptional regulator MlrA,28.69309,28.58147,28.72978,28.51646,29.05261,28.50684,28.53449,28.46104,28.70299,28.58438,28.30378,28.44561,28.04963,28.21081,27.96637
BDBJPGFE_01862 RNA polymerase-associated protein RapA,27.35246,27.44237,27.45834,28.42579,28.34777,28.05087,27.20387,26.29717,26.91798,26.68632,26.1039,27.14239,24.8628,26.74663,27.00121
"BDBJPGFE_01865 Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein",29.6807,29.86336,29.8474,31.37405,31.44919,30.96678,31.29958,31.88853,31.46976,31.37213,31.56288,31.39013,31.33793,31.16669,31.34546
BDBJPGFE_01873 GTP-binding protein TypA/BipA,31.11799,31.27287,30.69843,30.1343,29.78609,29.9986,30.09949,29.54054,30.05918,29.69363,29.90684,29.83563,29.54075,29.70884,29.94238
BDBJPGFE_01874 Bifunctional ligase/repressor BirA,26.92116,26.77128,26.17037,24.52451,25.02816,25.16815,24.33929,24.57963,24.94727,24.1004,24.41029,23.60109,24.94362,24.30326,24.32271
BDBJPGFE_01875 Type III pantothenate kinase,24.21186,24.15692,24.22641,24.91813,25.3829,25.47918,25.08849,24.86502,24.59523,24.13305,24.15693,24.69882,26.73905,24.36435,24.91285
BDBJPGFE_01881 Transcription termination/antitermination protein NusG,29.10472,29.18971,29.04539,29.28894,28.7106,28.25305,29.16796,28.96441,28.6052,28.85091,28.81897,28.93092,28.64942,28.75251,28.86824
BDBJPGFE_01882 50S ribosomal protein L11,30.87753,30.73223,30.80801,29.61812,29.41329,29.37383,29.7485,29.88885,29.87505,30.08182,30.06458,30.19413,29.43657,30.04284,30.15255
BDBJPGFE_01883 50S ribosomal protein L1,31.69723,31.56256,31.36552,31.16393,31.19019,31.00852,30.86865,31.07769,31.03807,31.10475,31.08487,30.87964,30.95678,30.94608,31.08569
BDBJPGFE_01884 50S ribosomal protein L10,31.55865,31.2762,31.46158,31.07514,31.10262,30.52729,30.68971,30.83951,30.9857,31.16782,31.13779,31.28356,30.75159,31.42432,31.33026
BDBJPGFE_01885 50S ribosomal protein L7/L12,30.9444,31.40218,31.04921,30.27952,30.11048,30.07368,29.99335,30.2255,30.20653,30.11185,30.26506,29.90913,29.90354,30.42061,30.06728
BDBJPGFE_01886 DNA-directed RNA polymerase subunit beta,33.42016,33.46307,33.23492,32.96855,32.87418,32.72416,33.27781,33.11194,33.2735,33.1974,33.33285,33.3028,33.05406,33.17863,33.18558
BDBJPGFE_01887 DNA-directed RNA polymerase subunit beta,34.068,34.10048,33.8683,32.9955,33.02853,32.8604,33.46575,33.30103,33.41815,33.38497,33.48748,33.47182,33.00439,33.41084,33.4233
BDBJPGFE_01888 30S ribosomal protein S12,30.86909,30.98746,30.82949,30.73392,30.60036,29.63397,30.88314,30.78207,30.854,30.33362,31.00062,31.12028,30.78698,30.87085,30.88533
BDBJPGFE_01889 30S ribosomal protein S7,31.57817,31.53691,31.17962,30.25023,30.38659,30.00558,30.58109,30.3803,30.61123,30.55005,30.71408,30.75167,30.26372,30.54324,30.59806
BDBJPGFE_01890 Elongation factor G,34.60846,34.73515,34.48201,34.32971,34.09938,34.12155,34.1493,33.8941,34.01213,34.14079,34.21096,34.21082,33.78605,34.19762,34.13109
BDBJPGFE_01891 Elongation factor Tu,35.19975,35.29659,34.91193,34.60775,34.11892,34.32944,34.52718,34.41173,34.59279,34.53832,34.62222,34.50729,34.02243,34.90302,34.62674
BDBJPGFE_01892 30S ribosomal protein S10,31.11855,30.97049,30.89894,30.39816,30.30236,30.05827,30.14759,30.50484,30.17534,30.43171,30.53408,30.60346,30.4184,30.55901,30.29975
BDBJPGFE_01893 50S ribosomal protein L3,31.04869,30.9437,30.93241,30.64083,30.48203,30.27075,30.26685,29.81955,30.36003,30.48932,30.36181,30.64633,29.774,30.69445,30.53074
BDBJPGFE_01894 50S ribosomal protein L4,31.60761,31.11657,31.37803,30.79103,30.64556,30.39713,30.35227,30.57046,30.46354,30.81719,30.75486,30.71792,30.29373,30.58594,30.83733
BDBJPGFE_01895 50S ribosomal protein L23,30.91157,30.7527,30.722,30.25023,29.56407,29.52559,29.90297,29.86695,30.05362,30.06252,30.32892,30.56865,29.78717,30.33873,29.92931
BDBJPGFE_01896 50S ribosomal protein L2,32.94796,33.07718,32.75994,31.23546,31.25056,30.98983,31.33804,31.55069,31.2157,30.45963,31.12368,31.21865,30.93789,31.39973,31.44045
BDBJPGFE_01897 30S ribosomal protein S19,29.86025,29.67022,29.57663,29.20074,29.37588,28.2852,29.14904,29.1561,29.21512,29.23382,29.73541,29.90498,28.91328,29.77922,29.38375
