Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P_mean,PhAc_mean,DBP_mean,DEHP_mean,ATBC_mean,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
JANJIKNC_00987 Elongation factor Tu,25.25035,25.02703,25.08756,25.7442,26.10384,26.78069,26.55633,26.71214,26.27332,25.74737,25.39231,25.12222,25.56993,25.71078,25.35269,0.573066762,1.646000024,1.235428688,0.879267294,0.79097564,25.12164667,26.20957667,26.51393,25.42063333,25.54446667,0.094302284,0.429699943,0.181638961,0.256001027,0.147294259,1.08793,1.392283333,0.298986667,0.42282,0.304353333,-0.788943333,-0.66511,0.024956518,0.00065262,0.19610522,0.026806292,+,+,,+,0.408413624,0.089544047,0.107143965,,,
JANJIKNC_01003 Putative mycofactocin system heme/flavin oxidoreductase MftD,23.92976,23.86627,23.98355,21.82481,21.2581,21.22864,23.84652,23.80213,24.67987,23.4051,23.64064,22.87444,23.63788,22.95436,23.48272,0.250286976,0.060227702,0.233353402,0.203128848,0.173807049,23.92652667,21.43718333,24.10950667,23.30672667,23.35832,0.047933916,0.274357185,0.403714724,0.320440941,0.292582088,-2.489343333,0.18298,-0.6198,-0.568206667,2.672323333,1.869543333,1.921136667,0.000225542,0.559046269,0.05379905,0.053519044,+,,,,0.001499029,0.003306997,0.002478763,+,+,+
JANJIKNC_01013 30S ribosomal protein S10,24.78586,24.68346,24.67992,25.5627,25.39061,25.21267,25.96728,25.85419,26.50133,25.17684,25.66145,25.69354,25.47287,25.54395,25.43943,0.432730824,0.93177123,0.932180822,0.935850754,0.759254348,24.71641333,25.38866,26.1076,25.51061,25.48541667,0.04912747,0.142905801,0.282211294,0.236374352,0.043582655,0.672246667,1.391186667,0.794196667,0.769003333,0.71894,0.12195,0.096756667,0.003261178,0.002353773,0.009645484,7.79E-05,+,+,+,+,0.03246056,0.566224375,0.411554673,+,,
JANJIKNC_01014 50S ribosomal protein L3,23.97919,23.78536,23.53208,21.4439,20.43281,20.13573,23.08099,23.15717,23.82968,21.53331,21.8205,20.99141,21.72771,21.07287,21.28996,0.223860485,0.035407555,0.138410798,0.056022378,0.043608459,23.76554333,20.67081333,23.35594667,21.44840667,21.36351333,0.183068955,0.559947246,0.336420671,0.343757656,0.272349562,-3.09473,-0.409596667,-2.317136667,-2.40203,2.685133333,0.777593333,0.6927,0.001752582,0.204975251,0.001092275,0.000491551,+,,+,+,0.00435861,0.169508207,0.190764883,+,,
JANJIKNC_01015 50S ribosomal protein L4,23.17161,23.0332,23.09368,21.22435,20.75752,19.22077,22.65029,22.29835,22.82739,21.93919,21.76154,21.09751,21.89748,21.76511,22.06098,0.141083886,0.029365534,0.081508354,0.06220411,0.063596676,23.09949667,20.40088,22.59201,21.59941333,21.90785667,0.056655139,0.855950649,0.2198761,0.3622339,0.121011076,-2.698616667,-0.507486667,-1.500083333,-1.19164,2.19113,1.198533333,1.506976667,0.011255781,0.034156404,0.004432974,0.000227495,+,+,+,+,0.024752905,0.142272145,0.069293231,+,,
JANJIKNC_01016 50S ribosomal protein L23,24.91365,24.86792,24.95762,25.04756,24.68239,24.44941,25.7483,25.77914,26.28102,24.46706,25.26177,24.27583,25.62157,25.33929,25.73229,0.49592429,0.588796509,0.827731674,0.521941629,0.801970924,24.91306333,24.72645333,25.93615333,24.66822,25.56438333,0.036622221,0.246173433,0.244182363,0.426902354,0.16545893,-0.18661,1.02309,-0.244843333,0.65132,1.2097,-0.058233333,0.83793,0.348760296,0.00423323,0.464333289,0.00555985,,+,,+,0.007850766,0.875386298,0.016195,+,,+
JANJIKNC_01017 50S ribosomal protein L2,24.66058,24.93975,24.96314,22.34614,21.41204,21.55234,25.30135,25.00813,25.04806,24.49619,24.3965,24.3334,24.70271,24.82216,24.4386,0.476193047,0.075864093,0.469846607,0.436011183,0.426828526,24.85449,21.77017333,25.11918,24.40869667,24.65449,0.137447176,0.411277865,0.129841013,0.067015993,0.16025697,-3.084316667,0.26469,-0.445793333,-0.2,3.349006667,2.638523333,2.884316667,0.000549382,0.118834572,0.014578298,0.251394126,+,,+,,0.000390712,0.000860358,0.00076221,+,+,+
JANJIKNC_01018 30S ribosomal protein S19,24.45926,24.46849,24.15946,24.38818,24.18056,24.42163,25.20064,25.50003,25.11882,25.18302,24.41448,24.56587,24.79991,24.64069,24.87112,0.338571348,0.447360885,0.522768845,0.541436372,0.462591877,24.36240333,24.33012333,25.27316333,24.72112333,24.77057333,0.143552071,0.106635262,0.163859679,0.332406509,0.096332674,-0.03228,0.91076,0.35872,0.40817,0.94304,0.391,0.44045,0.811093898,0.004097161,0.233798192,0.02886321,,+,,+,0.002414277,0.188369883,0.012305916,+,,+
JANJIKNC_01019 50S ribosomal protein L22,24.13868,24.06093,24.08448,22.65866,22.40432,22.49015,23.98451,23.97009,24.64075,23.50385,23.84182,23.39585,23.61122,23.75185,23.48419,0.281230531,0.127370024,0.248192554,0.245576947,0.20776029,24.09469667,22.51771,24.19845,23.58050667,23.61575333,0.032553042,0.105646814,0.312808729,0.189964021,0.109318746,-1.576986667,0.103753333,-0.51419,-0.478943333,1.68074,1.062796667,1.098043333,3.56E-05,0.665097852,0.01955433,0.00403254,+,,+,+,0.001973012,0.002295081,0.000517642,+,+,+
JANJIKNC_01020 30S ribosomal protein S3,24.93463,24.82411,24.85871,23.83007,23.89495,24.5661,24.61549,24.91639,24.6953,24.57623,24.44828,24.73913,23.67379,23.43454,23.29978,0.482169331,0.380621164,0.361852858,0.493670512,0.187714045,24.87248333,24.09704,24.74239333,24.58788,23.46937,0.046158756,0.33273144,0.127275394,0.11902443,0.154662464,-0.775443333,-0.13009,-0.284603333,-1.403113333,0.645353333,0.49084,-0.62767,0.03094583,0.24575852,0.034421546,0.000251452,+,,+,+,0.062510726,0.120953243,0.072824911,,,
JANJIKNC_01021 50S ribosomal protein L16,23.8224,23.95296,23.75511,23.1303,22.90064,22.9283,24.78097,24.85894,25.15434,23.78766,24.13453,24.31603,24.99714,24.97919,25.259,0.236288032,0.176262933,0.412509258,0.347033549,0.57263265,23.84349,22.98641333,24.93141667,24.07940667,25.07844333,0.082137067,0.102367959,0.160812395,0.21919953,0.127882975,-0.857076667,1.087926667,0.235916667,1.234953333,1.945003333,1.092993333,2.09203,0.000764116,0.001041004,0.227204458,0.00032743,+,+,,+,0.00013409,0.00308,5.53E-05,+,+,+
JANJIKNC_01022 50S ribosomal protein L29,22.05258,21.54033,21.5374,21.81538,21.46633,21.39441,23.25609,22.32301,23.42586,21.6127,21.90253,21.91783,21.95869,22.22379,21.88859,0.053855287,0.06552069,0.108272223,0.072030932,0.068913407,21.71010333,21.55870667,23.00165333,21.81102,22.02369,0.242170528,0.183855055,0.484852585,0.140372455,0.144357219,-0.151396667,1.29155,0.100916667,0.313586667,1.442946667,0.252313333,0.464983333,0.520159282,0.028039049,0.636989918,0.190826277,,+,,,0.017026356,0.197797587,0.048163149,+,,+
JANJIKNC_01023 30S ribosomal protein S17,22.92962,22.97328,23.31174,23.45161,22.34911,22.67969,23.65064,23.58589,24.14118,23.64229,23.36653,23.62109,23.26198,22.93216,23.05442,0.138376909,0.157802397,0.187329724,0.239325116,0.143596435,23.07154667,22.82680333,23.79257,23.54330333,23.08285333,0.170775051,0.461958376,0.247917782,0.125296897,0.136141223,-0.244743333,0.721023333,0.471756667,0.011306667,0.965766667,0.7165,0.25605,0.520950677,0.027602469,0.034519737,0.945150373,,+,+,,0.059726787,0.101688886,0.493942248,,,
JANJIKNC_01036 hypothetical protein,23.03803,23.37265,22.90474,24.43097,24.23841,24.8906,23.29235,23.22938,21.06894,23.55999,23.03939,23.62533,22.73161,23.17583,22.2841,0.141636839,0.510287081,0.078091269,0.217936092,0.112480891,23.10514,24.51999333,22.53022333,23.40823667,22.73051333,0.196829463,0.273595583,1.033603096,0.26217453,0.364048074,1.414853333,-0.574916667,0.303096667,-0.374626667,-1.98977,-1.111756667,-1.78948,0.004036329,0.482802355,0.261134502,0.269682545,+,,,,0.058074477,0.014269737,0.005132819,,+,+
JANJIKNC_01044 50S ribosomal protein L14,23.39257,23.47877,23.60682,23.44796,23.55051,23.33702,24.50809,24.57317,24.79937,24.09112,23.82997,24.06792,24.25321,23.57762,24.44076,0.185288913,0.242247054,0.334008889,0.327615846,0.288725113,23.49272,23.44516333,24.62687667,23.99633667,24.09053,0.088021655,0.087179359,0.124831391,0.118019662,0.370676185,-0.047556667,1.134156667,0.503616667,0.59781,1.181713333,0.551173333,0.645366667,0.61605018,0.000464989,0.00841533,0.090705662,,+,+,,0.000391496,0.006036333,0.074613064,+,+,
JANJIKNC_01045 50S ribosomal protein L24,21.84211,21.78065,22.14155,21.94988,21.78676,21.7494,23.31617,22.60225,23.67228,22.07267,21.04713,21.65132,21.30106,21.81163,21.41725,0.062351372,0.0790039,0.123963022,0.061815554,0.048268256,21.92143667,21.82868,23.1969,21.59037333,21.50998,0.157653084,0.087047965,0.444904522,0.420887115,0.218509452,-0.092756667,1.275463333,-0.331063333,-0.411456667,1.36822,-0.238306667,-0.3187,0.506717651,0.018754605,0.356362075,0.096935316,,+,,,0.012968495,0.47679399,0.127829287,+,,
JANJIKNC_01046 50S ribosomal protein L5,24.89301,24.71062,24.94154,25.43262,24.89083,24.75995,25.61714,25.60354,26.43982,25.41815,25.59898,25.78509,25.59098,25.41093,25.30946,0.474183859,0.725570492,0.799913037,0.996181399,0.734259452,24.84839,25.0278,25.88683333,25.60074,25.43712333,0.09941234,0.29119503,0.391060038,0.149807797,0.116412902,0.17941,1.038443333,0.75235,0.588733333,0.859033333,0.57294,0.409323333,0.455936051,0.021972004,0.004083508,0.005547432,,+,+,+,0.0673642,0.068629493,0.138650927,,,
JANJIKNC_01047 30S ribosomal protein S14 type Z,19.47514,18.86255,18.37326,19.49645,20.66565,19.80686,20.99279,21.32075,20.98162,20.35634,20.15629,19.66452,19.32472,19.73771,19.4787,0.007698422,0.022082404,0.028945209,0.021385702,0.012098303,18.90365,19.98965333,21.09838667,20.05905,19.51371,0.450778431,0.49451472,0.157300734,0.29068361,0.170410211,1.086003333,2.194736667,1.1554,0.61006,1.108733333,0.069396667,-0.475943333,0.083373544,0.002888297,0.038164501,0.147904314,,+,+,,0.039102685,0.872458046,0.267572111,+,,
JANJIKNC_01048 30S ribosomal protein S8,24.91588,24.87221,24.9653,24.8071,24.63876,24.47215,25.69999,25.71707,26.34729,25.09269,25.30939,24.74807,25.49997,24.89865,25.92617,0.497554038,0.554294408,0.819338627,0.680086603,0.736539687,24.91779667,24.63933667,25.92145,25.05005,25.44159667,0.038027992,0.136743373,0.301195076,0.231132953,0.421509132,-0.27846,1.003653333,0.132253333,0.5238,1.282113333,0.410713333,0.80226,0.050096103,0.009480273,0.4693183,0.154961382,,+,,,0.005393324,0.096582399,0.062616951,+,,
JANJIKNC_01049 50S ribosomal protein L6,21.48606,21.0176,21.76324,20.77056,20.33639,19.09029,22.41792,22.27407,21.88383,20.4914,19.45135,20.98565,20.54745,20.56365,20.83607,0.04411547,0.023278378,0.061768784,0.025439375,0.026576504,21.4223,20.06574667,22.19194,20.30946667,20.64905667,0.307726887,0.712162284,0.225642837,0.639449725,0.132403676,-1.356553333,0.76964,-1.112833333,-0.773243333,2.126193333,0.24372,0.58331,0.068735174,0.046284672,0.090842774,0.030956484,,+,,+,0.015798854,0.736970462,0.318350723,+,,
JANJIKNC_01050 50S ribosomal protein L18,24.80509,24.85505,24.99291,24.49198,24.34076,23.97666,25.31993,24.85733,25.62388,24.75573,24.97018,25.26055,25.05051,25.00719,24.90623,0.486151697,0.429041079,0.520557128,0.65484576,0.537827403,24.88435,24.2698,25.26704667,24.99548667,24.98797667,0.079426929,0.216279398,0.315168961,0.206867314,0.060448566,-0.61455,0.382696667,0.111136667,0.103626667,0.997246667,0.725686667,0.718176667,0.019568697,0.171211911,0.517303677,0.215954221,+,,,,0.021025957,0.026557421,0.010636339,+,+,+
JANJIKNC_01051 30S ribosomal protein S5,23.25854,23.20924,23.2571,21.62899,20.72864,21.79923,23.31645,22.9852,23.57623,22.96309,23.39807,22.5769,22.78521,22.84915,22.40839,0.155690749,0.058113119,0.132467321,0.16189089,0.108679758,23.24162667,21.38562,23.29262667,22.97935333,22.68091667,0.022908376,0.469725065,0.241874318,0.335438434,0.194465368,-1.856006667,0.051,-0.262273333,-0.56071,1.907006667,1.593733333,1.295296667,0.005052974,0.781348083,0.331854393,0.015480091,+,,,+,0.006960799,0.017469746,0.022693326,+,+,+
JANJIKNC_01052 50S ribosomal protein L30,23.00136,22.91496,22.89373,23.51629,19.68547,22.85255,22.9778,23.19312,23.9038,23.35394,23.50797,23.14197,23.80538,24.20225,24.20367,0.126027615,0.090088766,0.138630993,0.207095347,0.28473107,22.93668333,22.01810333,23.35824,23.33462667,24.07043333,0.046547335,1.671530516,0.395657647,0.150041669,0.187421906,-0.91858,0.421556667,0.397943333,1.13375,1.340136667,1.316523333,2.05233,0.480615416,0.208870588,0.023118587,0.001149252,,,+,+,0.331789634,0.329461994,0.159505306,,,
JANJIKNC_01053 50S ribosomal protein L15,24.66427,24.61526,24.60286,24.15761,23.75073,23.77304,25.33115,25.21201,25.62221,24.66286,25.1434,25.22571,25.30257,25.10641,25.35026,0.406856458,0.330605132,0.566260736,0.66176782,0.646319087,24.62746333,23.89379333,25.38845667,25.01065667,25.25308,0.026513997,0.186768768,0.172296354,0.248214457,0.105522985,-0.73367,0.760993333,0.383193333,0.625616667,1.494663333,1.116863333,1.359286667,0.005327414,0.00349633,0.095712403,0.001244106,+,+,,+,0.001140872,0.007057413,0.000857975,+,+,+
JANJIKNC_01054 Protease 4,21.14979,21.35348,20.98015,20.21034,21.16228,20.82749,20.53355,20.38816,21.2876,19.5037,20.81527,19.94102,18.87709,20.53773,19.90883,0.036810686,0.036976633,0.022522619,0.021798969,0.014495898,21.16114,20.73337,20.73643667,20.08666333,19.77455,0.152622495,0.394285321,0.394225255,0.545260153,0.68457025,-0.42777,-0.424703333,-1.074476667,-1.38659,0.003066667,-0.646706667,-0.95882,0.225713581,0.22841688,0.055018554,0.049019339,,,,+,0.99416629,0.245665866,0.161222479,,,
JANJIKNC_01062 Putative S-adenosyl-L-methionine-dependent methyltransferase,18.98103,18.59945,18.42245,19.63257,20.11818,19.18966,21.17365,20.22506,22.38079,20.29824,19.22364,19.79279,19.12699,19.27257,19.80661,0.006536671,0.017411581,0.032372556,0.017521827,0.011197304,18.66764333,19.64680333,21.25983333,19.77155667,19.40205667,0.233081748,0.379200289,0.882180493,0.438960462,0.292171107,0.97916,2.59219,1.103913333,0.734413333,1.61303,0.124753333,-0.244746667,0.035836063,0.01589543,0.034808912,0.049875131,+,+,+,+,0.076349232,0.776179459,0.50966959,,,
JANJIKNC_01064 Putative S-adenosyl-L-methionine-dependent methyltransferase,20.21585,19.05285,19.28654,19.2699,20.71561,19.00472,22.61686,21.24679,23.97911,21.47482,20.53241,20.81049,21.0732,20.92998,20.47645,0.011788646,0.017613161,0.082774779,0.039362902,0.030055688,19.51841333,19.66341,22.61425333,20.93924,20.82654333,0.502305473,0.751852706,1.115466492,0.395361922,0.254364566,0.144996667,3.09584,1.420826667,1.30813,2.950843333,1.27583,1.163133333,0.831713241,0.023191397,0.034734899,0.030337758,,+,+,+,0.036142364,0.100882831,0.106935455,+,,
JANJIKNC_01065 Putative S-adenosyl-L-methionine-dependent methyltransferase,18.83871,18.52962,18.9124,19.38349,19.67751,19.45249,21.70898,21.08291,22.26542,19.78519,19.45366,19.82543,19.24899,18.79766,20.60069,0.006969988,0.015776099,0.04349073,0.016536912,0.012398865,18.76024333,19.50449667,21.68577,19.68809333,19.54911333,0.165827009,0.12554006,0.483036578,0.166581422,0.766065622,0.744253333,2.925526667,0.92785,0.78887,2.181273333,0.183596667,0.044616667,0.007177752,0.001262087,0.005048779,0.227727261,+,+,+,,0.003481121,0.281166877,0.939122668,+,,
JANJIKNC_01067 Adenylate kinase,23.62165,22.87873,23.43695,21.77523,20.31975,21.18876,23.2932,22.95466,24.01274,22.2143,23.24367,22.76399,22.38448,22.87121,22.51992,0.163523716,0.047496588,0.144714535,0.13720393,0.1021746,23.31244333,21.09458,23.4202,22.74065333,22.59187,0.315815309,0.597917448,0.4411954,0.420562401,0.205116431,-2.217863333,0.107756667,-0.57179,-0.720573333,2.32562,1.646073333,1.49729,0.009745105,0.792743852,0.198988002,0.053756248,+,,,,0.011456522,0.033391538,0.028573903,+,+,+
JANJIKNC_01077 hypothetical protein,19.54414,18.78734,19.21107,18.99608,20.66396,19.01159,20.73958,20.35724,20.14096,19.47578,20.16349,19.73096,21.90047,20.64068,21.88424,0.009329261,0.016363188,0.017994191,0.017748206,0.047116249,19.18085,19.55721,20.41259333,19.79007667,21.47513,0.309700389,0.782616045,0.247500128,0.283851306,0.590082455,0.37636,1.231743333,0.609226667,2.29428,0.855383333,0.232866667,1.91792,0.561482358,0.011746917,0.109581546,0.008227254,,+,,+,0.214549881,0.71260412,0.050470854,,,
JANJIKNC_01085 Putative 3-oxopropanoate dehydrogenase,19.90028,18.42014,17.63981,20.08444,20.52388,19.21303,19.0064,19.73853,19.68346,19.66406,19.27604,20.03678,18.78423,19.08875,18.79946,0.006472499,0.021341978,0.009402185,0.01620632,0.007856224,18.65341,19.94045,19.47613,19.65896,18.89081333,0.937458381,0.544751791,0.332909278,0.310591741,0.140100396,1.28704,0.82272,1.00555,0.237403333,-0.46432,-0.28149,-1.049636667,0.168506104,0.307112385,0.223297673,0.741069372,,,,,0.361819114,0.560034435,0.057637596,,,
JANJIKNC_01097 hypothetical protein,21.38911,21.20723,21.60241,20.60549,19.6094,18.65982,21.45171,20.92129,21.72634,19.83218,21.50213,21.16294,19.57822,21.60824,21.24005,0.043426268,0.017149271,0.034855458,0.036553593,0.029689059,21.39958333,19.62490333,21.36644667,20.83241667,20.80883667,0.161501447,0.794392096,0.334144432,0.720702207,0.883064363,-1.77468,-0.033136667,-0.567166667,-0.590746667,1.741543333,1.207513333,1.183933333,0.036360746,0.905610516,0.338546181,0.404722522,+,,,,0.046029331,0.18657858,0.23145501,+,,
JANJIKNC_01101 Inner membrane protein YqiK,18.12424,18.82619,18.77061,20.4183,19.92756,21.50582,20.86537,21.07874,20.22034,18.09833,18.44905,19.33812,20.86597,19.25082,19.54937,0.006124503,0.034116521,0.022290381,0.007933869,0.015689667,18.57368,20.61722667,20.72148333,18.6285,19.88872,0.318611068,0.659497294,0.364911103,0.521805544,0.701686634,2.043546667,2.147803333,0.05482,1.31504,0.104256667,-1.988726667,-0.728506667,0.016877384,0.0033019,0.905213181,0.073294939,+,+,,,0.854444874,0.028718927,0.344934432,,+,
JANJIKNC_01103 Translation initiation factor IF-1,21.74542,21.46224,21.73173,21.78293,22.36231,21.77591,22.45864,22.50453,22.42047,21.72034,21.24743,21.9178,21.58293,21.29642,22.13643,0.051531264,0.087359255,0.074443777,0.063471982,0.054002319,21.64646333,21.97371667,22.46121333,21.62852333,21.67192667,0.130385407,0.274791926,0.034365559,0.281272951,0.348658864,0.327253333,0.81475,-0.01794,0.025463333,0.487496667,-0.345193333,-0.30179,0.20275821,0.00102944,0.938708788,0.92758612,,+,,,0.067520289,0.28225731,0.390792855,,,
JANJIKNC_01104 30S ribosomal protein S13,24.54504,24.37006,24.75562,24.29348,25.61442,24.56871,25.07235,25.08164,25.69503,25.01235,25.09744,25.20027,25.04856,25.02834,25.0393,0.387437399,0.630655637,0.526347829,0.705683759,0.55708595,24.55690667,24.82553667,25.28300667,25.10335333,25.03873333,0.157627709,0.569028748,0.291369178,0.076831882,0.0082645,0.26863,0.7261,0.546446667,0.481826667,0.45747,0.277816667,0.213196667,0.554995719,0.036230555,0.01162772,0.012477378,,+,+,+,0.368779679,0.531402039,0.624290754,,,
JANJIKNC_01105 30S ribosomal protein S11,23.51352,23.3652,23.26857,23.01912,22.57713,22.5464,24.10949,23.53943,24.31084,23.51557,23.47222,22.94976,23.8931,23.36826,23.64097,0.171651987,0.145955892,0.214294749,0.203945707,0.210420694,23.38243,22.71421667,23.98658667,23.31251667,23.63411,0.100739864,0.215963909,0.326697892,0.257117489,0.214319934,-0.668213333,0.604156667,-0.069913333,0.25168,1.27237,0.5983,0.919893333,0.016601005,0.066826368,0.738407707,0.207268536,+,,,,0.010071185,0.065366654,0.012891397,+,,+
JANJIKNC_01106 30S ribosomal protein S4,25.70578,25.75972,25.97202,25.23641,24.86008,24.91191,26.67842,26.56706,26.99776,25.905,26.009,26.18603,26.21373,25.91645,26.41606,0.925070439,0.713105626,1.452792242,1.344513007,1.230562986,25.81250667,25.0028,26.74774667,26.03334333,26.18208,0.114922462,0.166536905,0.182538147,0.116014119,0.205189067,-0.809706667,0.93524,0.220836667,0.369573333,1.744946667,1.030543333,1.17928,0.004805258,0.003584939,0.128374185,0.090374576,+,+,,,0.000564829,0.001992167,0.003223915,+,+,+
JANJIKNC_01107 DNA-directed RNA polymerase subunit alpha,24.05333,23.53279,24.00076,23.81186,23.06194,23.97158,24.27498,24.64631,23.81029,23.13075,23.62321,22.83109,23.14166,22.59657,23.13416,0.239387843,0.272535176,0.256128862,0.187993807,0.13164292,23.86229333,23.61512667,24.24386,23.19501667,22.95746333,0.233980393,0.396559567,0.342012379,0.326559006,0.255208491,-0.247166667,0.381566667,-0.667276667,-0.90483,0.628733333,-0.42011,-0.657663333,0.490036453,0.262770456,0.078599856,0.020911649,,,,+,0.164752124,0.311831101,0.11986137,,,
JANJIKNC_01108 50S ribosomal protein L17,24.94699,24.64207,24.92262,24.28729,23.82639,23.57877,24.03549,24.27881,24.25379,24.26628,24.29768,23.94065,22.87495,24.07839,23.16558,0.470528863,0.331451807,0.246634251,0.369064202,0.175581389,24.83722667,23.89748333,24.18936333,24.16820333,23.37297333,0.13835478,0.29358797,0.109283278,0.161414332,0.512722117,-0.939743333,-0.647863333,-0.669023333,-1.464253333,0.29188,0.27072,-0.52451,0.014915999,0.006531127,0.011242876,0.017551862,+,+,+,+,0.258018427,0.316900467,0.277644991,,,
